TITLE,DESCRIPTION,PRICE,CURRENCY_CODE,QUANTITY,TAGS,MATERIALS,IMAGE1,IMAGE2,IMAGE3,IMAGE4,IMAGE5,IMAGE6,IMAGE7,IMAGE8,IMAGE9,IMAGE10,"VARIATION 1 TYPE","VARIATION 1 NAME","VARIATION 1 VALUES","VARIATION 2 TYPE","VARIATION 2 NAME","VARIATION 2 VALUES",SKU
"Deer and Fawn Forest Canvas Print – The Quiet Bond by Kaleigh Anderson","Bring the peaceful beauty of the forest into your home with The Quiet Bond, a fine art canvas print of an original oil painting by Maine artist Kaleigh Anderson of Arts of August Studio.

This tender wildlife scene captures a doe standing protectively beside her young fawn within a sunlit forest clearing. Soft greens and warm earth tones create a tranquil woodland atmosphere while gentle light filters through the trees behind them.

The expressive brushwork and warm natural palette highlight the quiet connection between mother and fawn, celebrating the calm beauty of wildlife and the protective bond found in nature. The painting adds warmth and serenity to cabins, nature-inspired interiors, and homes that celebrate the outdoors.

Kaleigh Anderson is a Maine-based painter known for expressive landscapes and nature scenes that explore light, atmosphere, and the emotional beauty of wild places.

• Pine tree frame
• Frame thickness: 1.25″ (3.18 cm)
• Canvas fabric weight: 10.15 +/- 0.74 oz/yd² (344 g/m² +/- 25g/m²)
• Open back
• Comes with rubber pads on the back corners
• Hanging hardware attached
• Blank product sourced from the US

The framed canvases with brown and black frames have a black inside around the canvas, and the canvases with white frames have a white inside around the canvas.",65,USD,120,"deer_wall_art,deer_and_fawn_art,woodland_deer_art,forest_wildlife_art,deer_painting_art,wildlife_wall_decor,cabin_wall_decor,woodland_wall_art,nature_wildlife_art,fine_art_canvas,kaleigh_anderson,arts_of_august,deer_forest_art",,https://i.etsystatic.com/61909134/r/il/787e07/7779235396/il_fullxfull.7779235396_3qwp.jpg,https://i.etsystatic.com/61909134/r/il/cdd545/7827165385/il_fullxfull.7827165385_cbg8.jpg,https://i.etsystatic.com/61909134/r/il/03185a/7779235488/il_fullxfull.7779235488_ajna.jpg,https://i.etsystatic.com/61909134/r/il/cee9bc/7827165491/il_fullxfull.7827165491_skr1.jpg,https://i.etsystatic.com/61909134/r/il/0ff4dd/7779235620/il_fullxfull.7779235620_fl6n.jpg,https://i.etsystatic.com/61909134/r/il/b94fb9/7779235676/il_fullxfull.7779235676_s8tc.jpg,https://i.etsystatic.com/61909134/r/il/3b2ed4/7827165619/il_fullxfull.7827165619_rth1.jpg,https://i.etsystatic.com/61909134/r/il/d03fd7/7827165655/il_fullxfull.7827165655_fnrv.jpg,https://i.etsystatic.com/61909134/r/il/359a45/7827165695/il_fullxfull.7827165695_5pjv.jpg,https://i.etsystatic.com/61909134/r/il/09777d/7779235830/il_fullxfull.7779235830_j7qa.jpg,Color,"Primary color","Black,Brown,White","Custom Property","Custom Property","8″×10″,16″×20″","69ABED26E4626_16037,69ABED26E4626_16043,69ABED26E4626_17641,69ABED26E4626_15698,69ABED26E4626_17627,69ABED26E4626_17634"
"Red Barn Countryside Canvas Print – The Girl in the Yellow Coat by Kaleigh Anderson","Bring the warmth and storytelling charm of the countryside into your home with The Girl in the Yellow Coat, a fine art canvas print of an original oil painting by Maine artist Kaleigh Anderson of Arts of August Studio.

This evocative rural landscape captures a young figure walking toward bright red barns beneath a soft sky. The vivid yellow coat creates a striking focal point, guiding the viewer through the sunlit path toward the quiet farm buildings ahead.

Reflections in small puddles along the road add movement and atmosphere, while the bold red barns anchor the composition with strong architectural forms. The painting evokes a sense of memory, curiosity, and the quiet beauty of rural places.

Perfect for farmhouse interiors, country homes, or spaces inspired by pastoral landscapes, this piece brings warmth, color, and narrative into the room.

Kaleigh Anderson is a Maine-based painter known for expressive landscapes and figurative scenes that explore light, atmosphere, and the emotional beauty of everyday moments.

• Pine tree frame
• Frame thickness: 1.25″ (3.18 cm)
• Canvas fabric weight: 10.15 +/- 0.74 oz/yd² (344 g/m² +/- 25g/m²)
• Open back
• Comes with rubber pads on the back corners
• Hanging hardware attached
• Blank product sourced from the US

The framed canvases with brown and black frames have a black inside around the canvas, and the canvases with white frames have a white inside around the canvas.",65,USD,120,"red_barn_wall_art,barn_landscape_art,farmhouse_wall_art,country_barn_art,rural_landscape_art,farm_wall_decor,countryside_painting,rustic_barn_art,farmhouse_decor_art,fine_art_canvas,kaleigh_anderson,arts_of_august,barn_painting_art",,https://i.etsystatic.com/61909134/r/il/628ef4/7779245826/il_fullxfull.7779245826_q0tq.jpg,https://i.etsystatic.com/61909134/r/il/504ac4/7779245856/il_fullxfull.7779245856_4851.jpg,https://i.etsystatic.com/61909134/r/il/8c491a/7827175729/il_fullxfull.7827175729_go4p.jpg,https://i.etsystatic.com/61909134/r/il/16a95c/7827175763/il_fullxfull.7827175763_bd8r.jpg,https://i.etsystatic.com/61909134/r/il/f63eb1/7779245962/il_fullxfull.7779245962_gb2o.jpg,https://i.etsystatic.com/61909134/r/il/792381/7827175829/il_fullxfull.7827175829_amg6.jpg,https://i.etsystatic.com/61909134/r/il/b73129/7827175863/il_fullxfull.7827175863_qzp5.jpg,https://i.etsystatic.com/61909134/r/il/c94612/7827175907/il_fullxfull.7827175907_cg8e.jpg,https://i.etsystatic.com/61909134/r/il/0fed8f/7827175939/il_fullxfull.7827175939_s153.jpg,https://i.etsystatic.com/61909134/r/il/6b5bfa/7779246144/il_fullxfull.7779246144_5xb4.jpg,Color,"Primary color","Black,Brown,White","Custom Property","Custom Property","8″×10″,16″×20″","69ABEE782AAA8_17627,69ABEE782AAA8_16037,69ABEE782AAA8_17634,69ABEE782AAA8_16043,69ABEE782AAA8_17641,69ABEE782AAA8_15698"
"Colorful Sunset Seascape Canvas Print – The Sky Remembered You by Kaleigh Anderson","Bring the glow and emotion of a dramatic coastal sunset into your home with The Sky Remembered You, a fine art canvas print of an original oil painting by Maine artist Kaleigh Anderson of Arts of August Studio.

This luminous seascape captures sweeping clouds painted with vibrant hues of coral, gold, lavender, and blue as the sun slips behind the horizon. Reflections ripple across the water below, mirroring the sky’s shifting color and movement.

Expressive brushwork and layered color create a sense of atmosphere and quiet wonder, evoking the fleeting moment when day transitions into evening. The painting brings warmth, light, and expansive beauty to coastal homes, beach houses, and interiors inspired by the sea.

Kaleigh Anderson is a Maine-based painter known for expressive landscapes that explore light, atmosphere, and the emotional beauty of natural places.

• Pine tree frame
• Frame thickness: 1.25″ (3.18 cm)
• Canvas fabric weight: 10.15 +/- 0.74 oz/yd² (344 g/m² +/- 25g/m²)
• Open back
• Comes with rubber pads on the back corners
• Hanging hardware attached
• Blank product sourced from the US

The framed canvases with brown and black frames have a black inside around the canvas, and the canvases with white frames have a white inside around the canvas. The original painting features subtle gold leaf accents along the horizon, reproduced in the print as luminous golden tones",65,USD,120,"sunset_seascape_art,colorful_sunset_art,coastal_sunset_art,ocean_sunset_art,seascape_wall_decor,coastal_wall_decor,ocean_landscape_art,beach_house_decor,fine_art_canvas,kaleigh_anderson,arts_of_august,sunset_sky_art",,https://i.etsystatic.com/61909134/r/il/582dbf/7779273170/il_fullxfull.7779273170_joch.jpg,https://i.etsystatic.com/61909134/r/il/82341e/7779273214/il_fullxfull.7779273214_ifqj.jpg,https://i.etsystatic.com/61909134/r/il/64e522/7827202387/il_fullxfull.7827202387_708n.jpg,https://i.etsystatic.com/61909134/r/il/21ad78/7827202427/il_fullxfull.7827202427_64us.jpg,https://i.etsystatic.com/61909134/r/il/dc4694/7827202441/il_fullxfull.7827202441_jpgb.jpg,https://i.etsystatic.com/61909134/r/il/6aac16/7827202451/il_fullxfull.7827202451_dc8c.jpg,https://i.etsystatic.com/61909134/r/il/c8b14d/7827202467/il_fullxfull.7827202467_2czv.jpg,https://i.etsystatic.com/61909134/r/il/3eb38e/7827202503/il_fullxfull.7827202503_3zww.jpg,https://i.etsystatic.com/61909134/r/il/502c3a/7827202531/il_fullxfull.7827202531_2ms5.jpg,https://i.etsystatic.com/61909134/r/il/efbee6/7827202571/il_fullxfull.7827202571_bc6o.jpg,Color,"Primary color","Black,Brown,White","Custom Property","Custom Property","8″×10″,16″×20″","69ABF1C66BC76_17627,69ABF1C66BC76_17634,69ABF1C66BC76_16043,69ABF1C66BC76_17641,69ABF1C66BC76_15698,69ABF1C66BC76_16037"
"Farm Field Countryside Landscape Canvas Print – Tilled Light by Kaleigh Anderson","Bring the quiet beauty of farmland into your home with Tilled Light, a fine art canvas print of an original oil painting by Maine artist Kaleigh Anderson of Arts of August Studio.

This peaceful countryside landscape captures long rows of freshly planted fields stretching toward a cluster of farm buildings and barns beneath a soft sky. The rhythmic lines of the cultivated earth guide the eye across the land, celebrating the patterns and textures created by farming.

Soft greens, warm earth tones, and gentle light create a sense of calm and openness, evoking the steady rhythm of rural life. The composition reflects both the labor and beauty found in agricultural landscapes.

Perfect for farmhouse interiors, country homes, and nature-inspired spaces, this artwork brings warmth, texture, and a sense of grounded simplicity to the room.

Kaleigh Anderson is a Maine-based painter known for expressive landscapes that explore light, atmosphere, and the emotional beauty of natural and rural environments.

• Pine tree frame
• Frame thickness: 1.25″ (3.18 cm)
• Canvas fabric weight: 10.15 +/- 0.74 oz/yd² (344 g/m² +/- 25g/m²)
• Open back
• Comes with rubber pads on the back corners
• Hanging hardware attached
• Blank product sourced from the US

The framed canvases with brown and black frames have a black inside around the canvas, and the canvases with white frames have a white inside around the canvas.",65,USD,120,"farm_landscape_art,farm_field_art,countryside_art,rural_landscape_art,farmland_painting,barn_landscape_art,farmhouse_wall_art,country_wall_decor,farm_wall_decor,fine_art_canvas,kaleigh_anderson,arts_of_august,rural_farmland_art",,https://i.etsystatic.com/61909134/r/il/88dc57/7827257085/il_fullxfull.7827257085_ieb4.jpg,https://i.etsystatic.com/61909134/r/il/3f664a/7827257119/il_fullxfull.7827257119_ik4t.jpg,https://i.etsystatic.com/61909134/r/il/5ac859/7827257161/il_fullxfull.7827257161_fik4.jpg,https://i.etsystatic.com/61909134/r/il/1151ca/7827257187/il_fullxfull.7827257187_qfkx.jpg,https://i.etsystatic.com/61909134/r/il/7abfda/7779327872/il_fullxfull.7779327872_f2wi.jpg,https://i.etsystatic.com/61909134/r/il/1150df/7779327902/il_fullxfull.7779327902_p2b4.jpg,https://i.etsystatic.com/61909134/r/il/12e7ce/7779327936/il_fullxfull.7779327936_lkiw.jpg,https://i.etsystatic.com/61909134/r/il/bb7678/7827257311/il_fullxfull.7827257311_ghv0.jpg,https://i.etsystatic.com/61909134/r/il/e287f5/7827257343/il_fullxfull.7827257343_j1f4.jpg,https://i.etsystatic.com/61909134/r/il/c6c422/7827257381/il_fullxfull.7827257381_ry1g.jpg,Color,"Primary color","Black,Brown,White","Custom Property","Custom Property","8″×10″,16″×20″","69ABF82BA27F5_17634,69ABF82BA27F5_17627,69ABF82BA27F5_16037,69ABF82BA27F5_16043,69ABF82BA27F5_17641,69ABF82BA27F5_15698"
"Coastal Docked Boats Canvas Print – Tied to the Light by Kaleigh Anderson","Bring the calm beauty of a harbor morning into your home with Tied to the Light, a fine art canvas print of an original oil painting by Maine artist Kaleigh Anderson of Arts of August Studio.

This coastal scene captures three small boats resting quietly beside a wooden dock as sunlight shimmers across the water. Soft reflections and cool blue tones create movement in the harbor while the warm wood of the dock contrasts with the gentle waves.

Expressive brushwork and luminous color evoke the peaceful stillness of boats waiting between tides. The composition celebrates the quiet rhythm of coastal life and brings a serene nautical atmosphere to beach houses, coastal homes, or seaside-inspired interiors.

Kaleigh Anderson is a Maine-based painter known for expressive landscapes and coastal scenes that explore light, reflection, and the emotional beauty of shoreline places.

• Pine tree frame
• Frame thickness: 1.25″ (3.18 cm)
• Canvas fabric weight: 10.15 +/- 0.74 oz/yd² (344 g/m² +/- 25g/m²)
• Open back
• Comes with rubber pads on the back corners
• Hanging hardware attached
• Blank product sourced from the US

The framed canvases with brown and black frames have a black inside around the canvas, and the canvases with white frames have a white inside around the canvas.",65,USD,120,"coastal_boat_art,docked_boats_art,harbor_boat_art,nautical_wall_decor,seaside_boat_art,coastal_harbor_art,ocean_boat_painting,beach_house_decor,harbor_wall_decor,fine_art_canvas,kaleigh_anderson,arts_of_august,nautical_boat_art",,https://i.etsystatic.com/61909134/r/il/4f0de7/7827193639/il_fullxfull.7827193639_a51f.jpg,https://i.etsystatic.com/61909134/r/il/b5c6ae/7827193679/il_fullxfull.7827193679_api6.jpg,https://i.etsystatic.com/61909134/r/il/1623a8/7827193701/il_fullxfull.7827193701_icmd.jpg,https://i.etsystatic.com/61909134/r/il/d7dc5e/7827193759/il_fullxfull.7827193759_tkpv.jpg,https://i.etsystatic.com/61909134/r/il/dce855/7779264510/il_fullxfull.7779264510_dm78.jpg,https://i.etsystatic.com/61909134/r/il/a61038/7779264542/il_fullxfull.7779264542_hcix.jpg,https://i.etsystatic.com/61909134/r/il/79ba95/7779264568/il_fullxfull.7779264568_iiqm.jpg,https://i.etsystatic.com/61909134/r/il/76fccb/7779264602/il_fullxfull.7779264602_cqzx.jpg,https://i.etsystatic.com/61909134/r/il/16657b/7779264672/il_fullxfull.7779264672_zhkn.jpg,https://i.etsystatic.com/61909134/r/il/c49a64/7779264734/il_fullxfull.7779264734_gyi6.jpg,Color,"Primary color","Black,Brown,White","Custom Property","Custom Property","8″×10″,16″×20″","69ABF0B927EA3_17634,69ABF0B927EA3_15698,69ABF0B927EA3_17627,69ABF0B927EA3_16037,69ABF0B927EA3_16043,69ABF0B927EA3_17641"
"Marsh Sunset Landscape Canvas Print – After the Sun Slows by Kaleigh Anderson","Bring the quiet glow of evening into your home with After the Sun Slows, a fine art canvas print of an original oil painting by Maine artist Kaleigh Anderson of Arts of August Studio.

This luminous marsh landscape captures the final moments of daylight as warm sunset colors stretch across the sky. Soft coral, peach, and gold clouds drift above calm wetlands while the fading light reflects gently across water and marsh grasses.

Subtle texture and sweeping brushwork create a sense of stillness and depth, evoking the peaceful moment when the day begins to settle into night. The warm sky contrasts with cool greens and blues below, creating a balanced and tranquil composition.

Perfect for coastal homes, nature-inspired interiors, and spaces designed for calm reflection, this artwork brings warmth, atmosphere, and natural beauty into the room.

Kaleigh Anderson is a Maine-based painter known for expressive landscapes that explore light, atmosphere, and the emotional beauty of coastal environments.

• Pine tree frame
• Frame thickness: 1.25″ (3.18 cm)
• Canvas fabric weight: 10.15 +/- 0.74 oz/yd² (344 g/m² +/- 25g/m²)
• Open back
• Comes with rubber pads on the back corners
• Hanging hardware attached
• Blank product sourced from the US

The framed canvases with brown and black frames have a black inside around the canvas, and the canvases with white frames have a white inside around the canvas. The original painting features subtle gold leaf accents along the horizon, reproduced in the print as luminous golden tones.",65,USD,120,"marsh_sunset_art,coastal_marsh_art,marsh_landscape_art,sunset_landscape_art,coastal_wall_decor,marsh_wall_art,sunset_marsh_art,nature_landscape_art,coastal_sunset_art,fine_art_canvas,kaleigh_anderson,arts_of_august,wetland_landscape",,https://i.etsystatic.com/61909134/r/il/d849e7/7827228165/il_fullxfull.7827228165_q9o7.jpg,https://i.etsystatic.com/61909134/r/il/1b29a1/7827228197/il_fullxfull.7827228197_f1d3.jpg,https://i.etsystatic.com/61909134/r/il/f88724/7779299192/il_fullxfull.7779299192_1t8y.jpg,https://i.etsystatic.com/61909134/r/il/578801/7779299222/il_fullxfull.7779299222_1lvm.jpg,https://i.etsystatic.com/61909134/r/il/b2fa06/7827228291/il_fullxfull.7827228291_826l.jpg,https://i.etsystatic.com/61909134/r/il/5123b4/7827228321/il_fullxfull.7827228321_cfbg.jpg,https://i.etsystatic.com/61909134/r/il/af9e4c/7827228359/il_fullxfull.7827228359_3uyd.jpg,https://i.etsystatic.com/61909134/r/il/ac9ad4/7779299372/il_fullxfull.7779299372_5c4b.jpg,https://i.etsystatic.com/61909134/r/il/2cb904/7779299414/il_fullxfull.7779299414_it9o.jpg,https://i.etsystatic.com/61909134/r/il/1168d0/7827228463/il_fullxfull.7827228463_8qfp.jpg,Color,"Primary color","Black,Brown,White","Custom Property","Custom Property","8″×10″,16″×20″","69ABF4DBDC012_16037,69ABF4DBDC012_17634,69ABF4DBDC012_17627,69ABF4DBDC012_16043,69ABF4DBDC012_17641,69ABF4DBDC012_15698"
"Pink Sunset Marsh Landscape Canvas Print – Gilded No. 8 When the Sky Blushes","Bring luminous color and atmosphere into your home with Gilded No. 8: When the Sky Blushes, a fine art canvas print of an original oil painting by Maine artist Kaleigh Anderson of Arts of August Studio.

This expansive marsh landscape captures a vivid evening sky glowing with layered pink, coral, and lavender clouds. Bands of gold leaf shimmer across the horizon and wetlands below, reflecting the final light of sunset as it drifts across calm water and marsh grasses.

The contrast between vibrant sky tones and cool coastal greens creates a sense of movement and quiet drama, evoking the fleeting moment when the sky deepens and the landscape settles into evening. Expressive brushwork and luminous color give the painting a striking yet serene presence.

Perfect for coastal homes, modern interiors, and nature-inspired spaces, this artwork brings warmth, light, and expansive beauty into the room.

Kaleigh Anderson is a Maine-based painter known for expressive landscapes that explore light, atmosphere, and the emotional beauty of coastal environments.

• Pine tree frame
• Frame thickness: 1.25″ (3.18 cm)
• Canvas fabric weight: 10.15 +/- 0.74 oz/yd² (344 g/m² +/- 25g/m²)
• Open back
• Comes with rubber pads on the back corners
• Hanging hardware attached
• Blank product sourced from the US

The framed canvases with brown and black frames have a black inside around the canvas, and the canvases with white frames have a white inside around the canvas.
The original painting features subtle gold leaf accents along the horizon, reproduced in the print as luminous golden tones.",65,USD,120,"pink_sunset_art,marsh_sunset_art,coastal_marsh_art,pink_sky_painting,sunset_landscape_art,gold_leaf_landscape,marsh_wall_art,coastal_wall_decor,dramatic_sky_art,fine_art_canvas,kaleigh_anderson,arts_of_august,wetland_landscape",,https://i.etsystatic.com/61909134/r/il/67d998/7827236715/il_fullxfull.7827236715_1ei6.jpg,https://i.etsystatic.com/61909134/r/il/a122fb/7779307606/il_fullxfull.7779307606_gfzk.jpg,https://i.etsystatic.com/61909134/r/il/5ae3db/7779307638/il_fullxfull.7779307638_3566.jpg,https://i.etsystatic.com/61909134/r/il/c19af2/7779307666/il_fullxfull.7779307666_65zb.jpg,https://i.etsystatic.com/61909134/r/il/eb7a16/7779307692/il_fullxfull.7779307692_bizf.jpg,https://i.etsystatic.com/61909134/r/il/d43dc0/7779307726/il_fullxfull.7779307726_5wpl.jpg,https://i.etsystatic.com/61909134/r/il/395478/7779307770/il_fullxfull.7779307770_jxfw.jpg,https://i.etsystatic.com/61909134/r/il/f0b8eb/7827236911/il_fullxfull.7827236911_5k80.jpg,https://i.etsystatic.com/61909134/r/il/e5cfcb/7779307882/il_fullxfull.7779307882_loov.jpg,https://i.etsystatic.com/61909134/r/il/94a763/7827236993/il_fullxfull.7827236993_ffky.jpg,Color,"Primary color","Black,Brown,White","Custom Property","Custom Property","8″×10″,16″×20″","69ABF5EBC0C57_17627,69ABF5EBC0C57_17634,69ABF5EBC0C57_16043,69ABF5EBC0C57_16037,69ABF5EBC0C57_17641,69ABF5EBC0C57_15698"
"Coastal Cottage Ocean Landscape Canvas Print – Where the Air is Salt by Kaleigh Anderson","Bring the charm of a seaside cottage into your home with Where the Air is Salt, a fine art canvas print of an original oil painting by Maine artist Kaleigh Anderson of Arts of August Studio.

This coastal landscape captures a bright white cottage with vivid red roofs perched above the ocean. A small wooden boat rests quietly in the grass while wildflowers scatter across the hillside, creating a peaceful moment between land and sea.

The contrast of crisp white architecture, bold coastal reds, and soft blue water evokes the fresh air and quiet beauty of island living. Expressive brushwork and vibrant color give the scene warmth and movement, celebrating the simple joys of life near the ocean.

Perfect for beach houses, coastal homes, and seaside-inspired interiors, this artwork brings a welcoming sense of place and light into any room.

Kaleigh Anderson is a Maine-based painter known for expressive landscapes that explore light, atmosphere, and the emotional beauty of coastal environments.

• Pine tree frame
• Frame thickness: 1.25″ (3.18 cm)
• Canvas fabric weight: 10.15 +/- 0.74 oz/yd² (344 g/m² +/- 25g/m²)
• Open back
• Comes with rubber pads on the back corners
• Hanging hardware attached
• Blank product sourced from the US

The framed canvases with brown and black frames have a black inside around the canvas, and the canvases with white frames have a white inside around the canvas.",65,USD,120,"coastal_cottage_art,beach_cottage_art,seaside_cottage_art,coastal_house_art,ocean_cottage_art,beach_house_decor,coastal_wall_decor,fine_art_canvas,kaleigh_anderson,arts_of_august,seaside_wall_art",,https://i.etsystatic.com/61909134/r/il/6846ed/7827245865/il_fullxfull.7827245865_4sql.jpg,https://i.etsystatic.com/61909134/r/il/6c9927/7779316588/il_fullxfull.7779316588_6nlo.jpg,https://i.etsystatic.com/61909134/r/il/ac9b65/7779316640/il_fullxfull.7779316640_3wnu.jpg,https://i.etsystatic.com/61909134/r/il/faf826/7827245981/il_fullxfull.7827245981_ca2m.jpg,https://i.etsystatic.com/61909134/r/il/a8bc80/7827246019/il_fullxfull.7827246019_4poj.jpg,https://i.etsystatic.com/61909134/r/il/94a747/7779316752/il_fullxfull.7779316752_42r7.jpg,https://i.etsystatic.com/61909134/r/il/ad2262/7827246073/il_fullxfull.7827246073_k4up.jpg,https://i.etsystatic.com/61909134/r/il/2f74fd/7827246101/il_fullxfull.7827246101_63bd.jpg,https://i.etsystatic.com/61909134/r/il/bca741/7779316868/il_fullxfull.7779316868_s9s9.jpg,https://i.etsystatic.com/61909134/r/il/6d50a8/7779316890/il_fullxfull.7779316890_na4z.jpg,Color,"Primary color","Black,Brown,White","Custom Property","Custom Property","8″×10″,16″×20″","69ABF6F3DB0D6_16037,69ABF6F3DB0D6_17641,69ABF6F3DB0D6_17627,69ABF6F3DB0D6_17634,69ABF6F3DB0D6_16043,69ABF6F3DB0D6_15698"
"Sunset Boat Reflection Landscape Canvas Print – When the Water Remembered the Sky","Bring luminous color and peaceful reflection into your home with When the Water Remembered the Sky, a fine art canvas print of an original oil painting by Maine artist Kaleigh Anderson of Arts of August Studio.

This vibrant landscape captures a small red boat resting quietly on calm water as a glowing sunset fills the sky above. Brilliant pinks, golds, and soft blues sweep across the clouds while the still water mirrors the colors below, creating a moment of perfect reflection.

The composition centers on the quiet boat floating within the glowing landscape, evoking a sense of stillness and contemplation. Expressive brushwork and radiant color give the scene warmth and movement while celebrating the beauty of evening light over water.

Perfect for coastal homes, lake houses, and nature-inspired interiors, this artwork brings a striking yet peaceful focal point to any space.

Kaleigh Anderson is a Maine-based painter known for expressive landscapes that explore light, atmosphere, and the emotional beauty of natural places.

• Pine tree frame
• Frame thickness: 1.25″ (3.18 cm)
• Canvas fabric weight: 10.15 +/- 0.74 oz/yd² (344 g/m² +/- 25g/m²)
• Open back
• Comes with rubber pads on the back corners
• Hanging hardware attached
• Blank product sourced from the US

The framed canvases with brown and black frames have a black inside around the canvas, and the canvases with white frames have a white inside around the canvas.",65,USD,120,"boat_reflection_art,sunset_boat_art,lake_sunset_art,colorful_sunset_art,reflection_landscape,sunset_landscape_art,boat_wall_decor,lake_wall_art,coastal_sunset_art,fine_art_canvas,kaleigh_anderson,arts_of_august,water_reflection_art",,https://i.etsystatic.com/61909134/r/il/e861be/7827268085/il_fullxfull.7827268085_owc4.jpg,https://i.etsystatic.com/61909134/r/il/179a33/7827268107/il_fullxfull.7827268107_tjik.jpg,https://i.etsystatic.com/61909134/r/il/869f85/7779339178/il_fullxfull.7779339178_j84h.jpg,https://i.etsystatic.com/61909134/r/il/c66651/7827268163/il_fullxfull.7827268163_mb12.jpg,https://i.etsystatic.com/61909134/r/il/552fc8/7827268195/il_fullxfull.7827268195_a33f.jpg,https://i.etsystatic.com/61909134/r/il/9c1514/7827268221/il_fullxfull.7827268221_i8re.jpg,https://i.etsystatic.com/61909134/r/il/d58e2c/7779339308/il_fullxfull.7779339308_b2k6.jpg,https://i.etsystatic.com/61909134/r/il/73f6b1/7827268271/il_fullxfull.7827268271_marc.jpg,https://i.etsystatic.com/61909134/r/il/3eac66/7779339378/il_fullxfull.7779339378_bsmb.jpg,https://i.etsystatic.com/61909134/r/il/fe7d06/7827268335/il_fullxfull.7827268335_8557.jpg,Color,"Primary color","Black,Brown,White","Custom Property","Custom Property","8″×10″,16″×20″","69ABF9627E126_17627,69ABF9627E126_16037,69ABF9627E126_17634,69ABF9627E126_17641,69ABF9627E126_16043,69ABF9627E126_15698"
"Coastal Dune Sunset Canvas Print – Dune Light by Kaleigh Anderson","Bring the quiet beauty of the shoreline into your home with Dune Light, a fine art canvas print of an original oil painting by Maine artist Kaleigh Anderson of Arts of August Studio.

This coastal landscape captures soft evening light drifting across beach grasses and dunes beside the ocean. A simple wooden fence frames the foreground while layers of pastel sky glow above the calm horizon.

Warm hues of gold, pink, and lavender blend into cool ocean blues, evoking the peaceful moment when the last light of day settles over the shore. The painting celebrates the gentle textures of coastal grasses and the open calm of the sea.

Perfect for beach houses, coastal homes, and nature-inspired interiors, this artwork brings warmth, light, and seaside tranquility into any space.

Kaleigh Anderson is a Maine-based painter known for expressive landscapes that explore light, atmosphere, and the emotional beauty of coastal environments.

• Pine tree frame
• Frame thickness: 1.25″ (3.18 cm)
• Canvas fabric weight: 10.15 +/- 0.74 oz/yd² (344 g/m² +/- 25g/m²)
• Open back
• Comes with rubber pads on the back corners
• Hanging hardware attached
• Blank product sourced from the US

The framed canvases with brown and black frames have a black inside around the canvas, and the canvases with white frames have a white inside around the canvas.",65,USD,120,"coastal_dune_art,beach_dune_art,dune_sunset_art,beach_landscape_art,coastal_wall_decor,beach_house_decor,seaside_landscape,dune_grass_painting,ocean_sunset_art,fine_art_canvas,kaleigh_anderson,arts_of_august,beach_fence_art",,https://i.etsystatic.com/61909134/r/il/61e798/7827277189/il_fullxfull.7827277189_gh7i.jpg,https://i.etsystatic.com/61909134/r/il/67299b/7779347906/il_fullxfull.7779347906_cs0n.jpg,https://i.etsystatic.com/61909134/r/il/625850/7827277271/il_fullxfull.7827277271_risi.jpg,https://i.etsystatic.com/61909134/r/il/5bcbe1/7827277313/il_fullxfull.7827277313_alko.jpg,https://i.etsystatic.com/61909134/r/il/6cefd6/7827277377/il_fullxfull.7827277377_r2t0.jpg,https://i.etsystatic.com/61909134/r/il/725528/7827277401/il_fullxfull.7827277401_smrj.jpg,https://i.etsystatic.com/61909134/r/il/3f3fad/7779348080/il_fullxfull.7779348080_kacv.jpg,https://i.etsystatic.com/61909134/r/il/9763ad/7827277493/il_fullxfull.7827277493_1op2.jpg,https://i.etsystatic.com/61909134/r/il/110579/7827277509/il_fullxfull.7827277509_qzk3.jpg,https://i.etsystatic.com/61909134/r/il/aecf77/7827277533/il_fullxfull.7827277533_hovg.jpg,Color,"Primary color","Black,Brown,White","Custom Property","Custom Property","8″×10″,16″×20″","69ABFA5465069_16037,69ABFA5465069_17634,69ABFA5465069_16043,69ABFA5465069_17627,69ABFA5465069_17641,69ABFA5465069_15698"
