Product Name,artwork_id,Product Type,Format,Price,Tags,Description,Story,Sales Channels,Etsy Status,Status,Notes
Forsythia Flower Still Life Canvas Print – Forsythia Light by Kaleigh Anderson,AOA-ART-0058,Printful Print,Framed Canvas,65,"forsythia_flower_art,yellow_flower_art,spring_flower_art,flower_wall_decor,cottage_wall_decor,botanical_wall_art,spring_wall_decor,fine_art_canvas,kaleigh_anderson,arts_of_august,floral_canvas_art","Bring the gentle brightness of early spring into your home with Forsythia Light, a fine art canvas print of an original oil painting by Maine artist Kaleigh Anderson of Arts of August Studio.",,Etsy,active,active,Etsy import. Needs variant expansion + Etsy Listing ID.
Lemon Still Life Kitchen Canvas Print – Citrine Silence by Kaleigh Anderson,AOA-ART-0020,Printful Print,Framed Canvas,65,"lemon_still_life_art,lemon_kitchen_art,citrus_still_life,kitchen_wall_decor,lemon_painting_art,fruit_still_life_art,modern_still_life,kitchen_canvas_art,yellow_fruit_art,fine_art_canvas,kaleigh_anderson,arts_of_august,citrus_wall_art","Bring warmth and vibrant color into your home with Citrine Silence, a fine art canvas print of an original oil painting by Maine artist Kaleigh Anderson of Arts of August Studio.",,Etsy,active,active,Etsy import. Needs variant expansion + Etsy Listing ID.
Lobster Buoy Harbor Canvas Print – Harbor Signals by Kaleigh Anderson,,Printful Print,Framed Canvas,65,"lobster_buoy_art,nautical_buoy_art,coastal_harbor_art,maine_harbor_art,nautical_wall_decor,lobster_buoy_decor,coastal_wall_decor,harbor_building_art,seaside_wall_art,fine_art_canvas,kaleigh_anderson,arts_of_august,maritime_wall_art","Bring the color and character of a working coastal harbor into your home with Harbor Signals, a fine art canvas print of an original oil painting by Maine artist Kaleigh Anderson of Arts of August Studio.",,Etsy,active,active,Etsy import. Needs variant expansion + Etsy Listing ID.
Lobster Fisherman Harbor Canvas Print – Hands of the Harbor by Kaleigh Anderson,AOA-ART-0017,Printful Print,Framed Canvas,65,"working_harbor_art,maine_fishing_art,coastal_fisherman,harbor_worker_art,maritime_wall_art,nautical_wall_decor,coastal_harbor_art,maine_coastal_art,fine_art_canvas,kaleigh_anderson,arts_of_august,fishing_harbor_art","Bring the spirit of Maine’s working waterfront into your home with Hands of the Harbor, a fine art canvas print of an original oil painting by Maine artist Kaleigh Anderson of Arts of August Studio.",,Etsy,active,active,Etsy import. Needs variant expansion + Etsy Listing ID.
Seagull Coastal Bird Canvas Print – At Ease by the Sea by Kaleigh Anderson,,Printful Print,Framed Canvas,65,"seagull_wall_art,coastal_bird_art,seagull_painting_art,beach_bird_art,coastal_wall_decor,seaside_bird_art,ocean_bird_painting,beach_house_decor,coastal_wildlife_art,fine_art_canvas,kaleigh_anderson,arts_of_august,seagull_coastal_art","Bring a quiet moment of coastal life into your home with At Ease by the Sea, a fine art canvas print of an original oil painting by Maine artist Kaleigh Anderson of Arts of August Studio.",,Etsy,active,active,Etsy import. Needs variant expansion + Etsy Listing ID.
Lemon Still Life Kitchen Canvas Print – Citrine Radiance by Kaleigh Anderson,,Printful Print,Framed Canvas,65,"lemon_still_life_art,lemon_kitchen_art,citrus_still_life,lemon_painting_art,kitchen_wall_decor,fruit_still_life_art,citrus_wall_art,yellow_fruit_art,modern_still_life,fine_art_canvas,kaleigh_anderson,arts_of_august,kitchen_canvas_art","Bring vibrant color and fresh energy into your home with Citrine Radiance, a fine art canvas print of an original oil painting by Maine artist Kaleigh Anderson of Arts of August Studio.",,Etsy,active,active,Etsy import. Needs variant expansion + Etsy Listing ID.
Stormy Marsh Landscape Canvas Print – Gilded No. 11 by Kaleigh Anderson,AOA-ART-0051,Printful Print,Framed Canvas,65,"stormy_marsh_art,marsh_landscape_art,coastal_marsh_art,dramatic_sky_art,wetland_landscape,moody_landscape_art,coastal_wall_decor,nature_landscape_art,modern_landscape_art,fine_art_canvas,kaleigh_anderson,arts_of_august,marsh_wall_art","Bring dramatic light and atmosphere into your home with Gilded No. 11, a fine art canvas print of an original oil painting by Maine artist Kaleigh Anderson of Arts of August Studio.",,Etsy,active,active,Etsy import. Needs variant expansion + Etsy Listing ID.
Pastel Sunset Seascape Canvas Print – Gilded No. 12 by Kaleigh Anderson,,Printful Print,Framed Canvas,65,"pastel_sunset_art,pink_sunset_art,coastal_sunset_art,pastel_seascape_art,pink_sky_painting,ocean_sunset_art,modern_coastal_art,beach_wall_decor,soft_sky_landscape,fine_art_canvas,kaleigh_anderson,arts_of_august,pastel_sky_art","Bring soft color and luminous atmosphere into your home with Gilded No. 12, a fine art canvas print of an original oil painting by Maine artist Kaleigh Anderson of Arts of August Studio.",,Etsy,active,active,Etsy import. Needs variant expansion + Etsy Listing ID.
Coastal Marsh Landscape Canvas Print – Where the Water Wanders by Kaleigh Anderson,,Printful Print,Framed Canvas,65,"coastal_marsh_art,marsh_landscape_art,wetland_landscape,coastal_wall_decor,marsh_painting_art,tidal_marsh_art,nature_landscape_art,coastal_nature_art,marsh_wall_decor,fine_art_canvas,kaleigh_anderson,arts_of_august,marshland_painting","Bring the open beauty of coastal marshlands into your home with Where the Water Wanders, a fine art canvas print of an original oil painting by Maine artist Kaleigh Anderson of Arts of August Studio.",,Etsy,active,active,Etsy import. Needs variant expansion + Etsy Listing ID.
Blue Mussel Shell Kitchen Art Canvas Print – The Mussels Were Perfect by Kaleigh Anderson,AOA-ART-0023,Printful Print,Framed Canvas,85,"mussel_shell_art,mussel_kitchen_art,seafood_wall_art,coastal_kitchen_art,shell_still_life_art,beach_house_decor,nautical_kitchen_art,coastal_wall_decor,seafood_painting_art,fine_art_canvas,kaleigh_anderson,arts_of_august,shell_wall_art","Celebrate the simple pleasures of coastal living with The Mussels Were Perfect, a fine art canvas print of an original painting by Maine artist Kaleigh Anderson of Arts of August Studio.",,Etsy,active,active,Etsy import. Needs variant expansion + Etsy Listing ID.
Blue Mussel Shell Coastal Canvas Print – Sea Memory by Kaleigh Anderson,AOA-ART-0027,Printful Print,Framed Canvas,85,"mussel_shell_art,blue_shell_painting,coastal_wall_decor,beach_house_art,shell_wall_art,ocean_inspired_art,coastal_still_life,nautical_wall_decor,beach_cottage_art,coastal_canvas_art,kaleigh_anderson,arts_of_august,sea_life_artwork","Bring the quiet beauty of the shoreline into your home with Sea Memory, a fine art canvas print of an original painting by Maine artist Kaleigh Anderson of Arts of August Studio.",,Etsy,active,active,Etsy import. Needs variant expansion + Etsy Listing ID.
Stoneware Pottery Still Life Canvas Print – Sun on Stoneware by Kaleigh Anderson,AOA-ART-0041,Printful Print,Framed Canvas,65,"pottery_wall_decor,rustic_kitchen_art,farmhouse_wall_art,pottery_painting_art,ceramic_still_life,rustic_home_decor,kitchen_wall_decor,fine_art_canvas,kaleigh_anderson,arts_of_august,pottery_artwork","Bring warmth and rustic charm into your home with Sun on Stoneware, a fine art canvas print of an original oil painting by Maine artist Kaleigh Anderson of Arts of August Studio.",,Etsy,active,active,Etsy import. Needs variant expansion + Etsy Listing ID.
Deer and Fawn Forest Canvas Print – The Quiet Bond by Kaleigh Anderson,,Printful Print,Framed Canvas,65,"deer_wall_art,deer_and_fawn_art,woodland_deer_art,forest_wildlife_art,deer_painting_art,wildlife_wall_decor,cabin_wall_decor,woodland_wall_art,nature_wildlife_art,fine_art_canvas,kaleigh_anderson,arts_of_august,deer_forest_art","Bring the peaceful beauty of the forest into your home with The Quiet Bond, a fine art canvas print of an original oil painting by Maine artist Kaleigh Anderson of Arts of August Studio.",,Etsy,active,active,Etsy import. Needs variant expansion + Etsy Listing ID.
Red Barn Countryside Canvas Print – The Girl in the Yellow Coat by Kaleigh Anderson,AOA-ART-0042,Printful Print,Framed Canvas,65,"red_barn_wall_art,barn_landscape_art,farmhouse_wall_art,country_barn_art,rural_landscape_art,farm_wall_decor,countryside_painting,rustic_barn_art,farmhouse_decor_art,fine_art_canvas,kaleigh_anderson,arts_of_august,barn_painting_art","Bring the warmth and storytelling charm of the countryside into your home with The Girl in the Yellow Coat, a fine art canvas print of an original oil painting by Maine artist Kaleigh Anderson of Arts of August Studio.",,Etsy,active,active,Etsy import. Needs variant expansion + Etsy Listing ID.
Colorful Sunset Seascape Canvas Print – The Sky Remembered You by Kaleigh Anderson,,Printful Print,Framed Canvas,65,"sunset_seascape_art,colorful_sunset_art,coastal_sunset_art,ocean_sunset_art,seascape_wall_decor,coastal_wall_decor,ocean_landscape_art,beach_house_decor,fine_art_canvas,kaleigh_anderson,arts_of_august,sunset_sky_art","Bring the glow and emotion of a dramatic coastal sunset into your home with The Sky Remembered You, a fine art canvas print of an original oil painting by Maine artist Kaleigh Anderson of Arts of August Studio.",,Etsy,active,active,Etsy import. Needs variant expansion + Etsy Listing ID.
Farm Field Countryside Landscape Canvas Print – Tilled Light by Kaleigh Anderson,AOA-ART-0038,Printful Print,Framed Canvas,65,"farm_landscape_art,farm_field_art,countryside_art,rural_landscape_art,farmland_painting,barn_landscape_art,farmhouse_wall_art,country_wall_decor,farm_wall_decor,fine_art_canvas,kaleigh_anderson,arts_of_august,rural_farmland_art","Bring the quiet beauty of farmland into your home with Tilled Light, a fine art canvas print of an original oil painting by Maine artist Kaleigh Anderson of Arts of August Studio.",,Etsy,active,active,Etsy import. Needs variant expansion + Etsy Listing ID.
Coastal Docked Boats Canvas Print – Tied to the Light by Kaleigh Anderson,AOA-ART-0040,Printful Print,Framed Canvas,65,"coastal_boat_art,docked_boats_art,harbor_boat_art,nautical_wall_decor,seaside_boat_art,coastal_harbor_art,ocean_boat_painting,beach_house_decor,harbor_wall_decor,fine_art_canvas,kaleigh_anderson,arts_of_august,nautical_boat_art","Bring the calm beauty of a harbor morning into your home with Tied to the Light, a fine art canvas print of an original oil painting by Maine artist Kaleigh Anderson of Arts of August Studio.",,Etsy,active,active,Etsy import. Needs variant expansion + Etsy Listing ID.
Marsh Sunset Landscape Canvas Print – After the Sun Slows by Kaleigh Anderson,,Printful Print,Framed Canvas,65,"marsh_sunset_art,coastal_marsh_art,marsh_landscape_art,sunset_landscape_art,coastal_wall_decor,marsh_wall_art,sunset_marsh_art,nature_landscape_art,coastal_sunset_art,fine_art_canvas,kaleigh_anderson,arts_of_august,wetland_landscape","Bring the quiet glow of evening into your home with After the Sun Slows, a fine art canvas print of an original oil painting by Maine artist Kaleigh Anderson of Arts of August Studio.",,Etsy,active,active,Etsy import. Needs variant expansion + Etsy Listing ID.
Pink Sunset Marsh Landscape Canvas Print – Gilded No. 8 When the Sky Blushes,,Printful Print,Framed Canvas,65,"pink_sunset_art,marsh_sunset_art,coastal_marsh_art,pink_sky_painting,sunset_landscape_art,gold_leaf_landscape,marsh_wall_art,coastal_wall_decor,dramatic_sky_art,fine_art_canvas,kaleigh_anderson,arts_of_august,wetland_landscape","Bring luminous color and atmosphere into your home with Gilded No. 8: When the Sky Blushes, a fine art canvas print of an original oil painting by Maine artist Kaleigh Anderson of Arts of August Studio.",,Etsy,active,active,Etsy import. Needs variant expansion + Etsy Listing ID.
Coastal Cottage Ocean Landscape Canvas Print – Where the Air is Salt by Kaleigh Anderson,AOA-ART-0034,Printful Print,Framed Canvas,65,"coastal_cottage_art,beach_cottage_art,seaside_cottage_art,coastal_house_art,ocean_cottage_art,beach_house_decor,coastal_wall_decor,fine_art_canvas,kaleigh_anderson,arts_of_august,seaside_wall_art","Bring the charm of a seaside cottage into your home with Where the Air is Salt, a fine art canvas print of an original oil painting by Maine artist Kaleigh Anderson of Arts of August Studio.",,Etsy,active,active,Etsy import. Needs variant expansion + Etsy Listing ID.
Sunset Boat Reflection Landscape Canvas Print – When the Water Remembered the Sky,AOA-ART-0036,Printful Print,Framed Canvas,65,"boat_reflection_art,sunset_boat_art,lake_sunset_art,colorful_sunset_art,reflection_landscape,sunset_landscape_art,boat_wall_decor,lake_wall_art,coastal_sunset_art,fine_art_canvas,kaleigh_anderson,arts_of_august,water_reflection_art","Bring luminous color and peaceful reflection into your home with When the Water Remembered the Sky, a fine art canvas print of an original oil painting by Maine artist Kaleigh Anderson of Arts of August Studio.",,Etsy,active,active,Etsy import. Needs variant expansion + Etsy Listing ID.
Coastal Dune Sunset Canvas Print – Dune Light by Kaleigh Anderson,,Printful Print,Framed Canvas,65,"coastal_dune_art,beach_dune_art,dune_sunset_art,beach_landscape_art,coastal_wall_decor,beach_house_decor,seaside_landscape,dune_grass_painting,ocean_sunset_art,fine_art_canvas,kaleigh_anderson,arts_of_august,beach_fence_art","Bring the quiet beauty of the shoreline into your home with Dune Light, a fine art canvas print of an original oil painting by Maine artist Kaleigh Anderson of Arts of August Studio.",,Etsy,active,active,Etsy import. Needs variant expansion + Etsy Listing ID.
Chapel Landscape Canvas Print – Morning Prayer by Kaleigh Anderson,AOA-ART-0048,Printful Print,Framed Canvas,65,"chapel_wall_art,church_landscape_art,chapel_painting_art,countryside_church,spiritual_wall_art,church_wall_decor,chapel_landscape,peaceful_landscape,rural_church_art,fine_art_canvas,kaleigh_anderson,arts_of_august,church_painting_art","Bring a sense of quiet reflection into your home with Morning Prayer, a fine art canvas print of an original oil painting by Maine artist Kaleigh Anderson of Arts of August Studio.",,Etsy,active,active,Etsy import. Needs variant expansion + Etsy Listing ID.
Coastal Hydrangea Cottage Canvas Print – When the Hydrangeas Bloom by Kaleigh Anderson,,Printful Print,Framed Canvas,65,"hydrangea_wall_art,hydrangea_garden_art,coastal_garden_art,cottage_garden_art,hydrangea_painting,coastal_cottage_art,seaside_garden_art,beach_house_decor,cottage_wall_decor,fine_art_canvas,kaleigh_anderson,arts_of_august,hydrangea_landscape","Bring the charm of a seaside garden into your home with When the Hydrangeas Bloom, a fine art canvas print of an original oil painting by Maine artist Kaleigh Anderson of Arts of August Studio.",,Etsy,active,active,Etsy import. Needs variant expansion + Etsy Listing ID.
Peach Still Life Window Light Canvas Print – Where Light Rests by Kaleigh Anderson,AOA-ART-0035,Printful Print,Framed Canvas,65,"peach_still_life_art,fruit_still_life_art,peach_painting_art,window_light_art,kitchen_wall_decor,classic_still_life,fruit_painting_art,kitchen_canvas_art,fine_art_canvas,kaleigh_anderson,arts_of_august,fruit_wall_art","Bring warmth and quiet beauty into your home with Where Light Rests, a fine art canvas print of an original oil painting by Maine artist Kaleigh Anderson of Arts of August Studio.",,Etsy,active,active,Etsy import. Needs variant expansion + Etsy Listing ID.
Pink Floral Still Life Canvas Print – Whispers of Spring by Kaleigh Anderson,,Printful Print,Framed Canvas,65,"pink_floral_wall_art,peony_flower_art,pink_flower_painting,spring_flower_art,cottage_wall_decor,feminine_wall_art,floral_canvas_art,soft_floral_painting,fine_art_canvas,kaleigh_anderson,arts_of_august,flower_wall_decor","Bring soft color and gentle elegance into your home with Whispers of Spring, a fine art canvas print of an original oil painting by Maine artist Kaleigh Anderson of Arts of August Studio.",,Etsy,active,active,Etsy import. Needs variant expansion + Etsy Listing ID.
Coastal Cottage Garden Canvas Print – Bellflower House by Kaleigh Anderson,,Printful Print,Framed Canvas,65,"coastal_cottage_art,cottage_garden_art,red_house_painting,coastal_house_art,seaside_cottage_art,beach_house_decor,cottage_wall_decor,coastal_wall_decor,garden_cottage_art,fine_art_canvas,kaleigh_anderson,arts_of_august","Bring the charm of a seaside garden cottage into your home with Bellflower House, a fine art canvas print of an original oil painting by Maine artist Kaleigh Anderson of Arts of August Studio.",,Etsy,active,active,Etsy import. Needs variant expansion + Etsy Listing ID.
Providence Rhode Island Cityscape Canvas Print – First Light on Providence by Kaleigh Anderson,AOA-ART-0053,Printful Print,Framed Canvas,65,"providence_wall_art,providence_skyline,rhode_island_art,providence_painting,cityscape_wall_art,providence_city_art,rhode_island_decor,skyline_painting_art,city_skyline_art,fine_art_canvas,kaleigh_anderson,arts_of_august,city_landscape_art","Bring the warmth and character of a historic New England city into your home with First Light on Providence, a fine art canvas print of an original oil painting by Maine artist Kaleigh Anderson of Arts of August Studio.",,Etsy,active,active,Etsy import. Needs variant expansion + Etsy Listing ID.
Lilac Floral Still Life Canvas Print – Violet Harmony by Kaleigh Anderson,AOA-ART-0039,Printful Print,Framed Canvas,65,"lilac_flower_art,purple_floral_art,lilac_painting_art,violet_flower_art,spring_flower_art,cottage_wall_decor,purple_wall_art,floral_canvas_art,fine_art_canvas,kaleigh_anderson,arts_of_august,flower_wall_decor","Bring soft color and elegant calm into your home with Violet Harmony, a fine art canvas print of an original oil painting by Maine artist Kaleigh Anderson of Arts of August Studio.",,Etsy,active,active,Etsy import. Needs variant expansion + Etsy Listing ID.
Mussel Shell Heart Coastal Canvas Print – Ocean's Heart by Kaleigh Anderson,,Printful Print,Framed Canvas,85,"coastal_wall_art,shell_heart_art,mussel_shell_art,beach_house_decor,coastal_canvas_art,ocean_inspired_art,beach_wall_decor,gold_leaf_artwork,coastal_modern_art,nautical_wall_art,kaleigh_anderson,arts_of_august,shell_wall_decor","Bring coastal beauty and quiet symbolism into your home with Ocean's Heart, a fine art canvas print of an original painting by Maine artist Kaleigh Anderson of Arts of August Studio.",,Etsy,active,active,Etsy import. Needs variant expansion + Etsy Listing ID.
Echoes from the Irish Castle – Ireland Castle Landscape Canvas Print by Kaleigh Anderson,AOA-ART-0054,Printful Print,Framed Canvas,55,"irish_castle_art,ireland_landscape,castle_wall_art,european_landscape,ireland_artwork,castle_painting_art,travel_wall_art,historic_castle_art,romantic_landscape,scenic_castle_art,fine_art_canvas,kaleigh_anderson,arts_of_august","Bring the quiet romance of the Irish countryside into your home with Echoes from the Irish Castle, a fine art canvas print of an original oil painting by Maine artist Kaleigh Anderson of Arts of August Studio.",,Etsy,active,active,Etsy import. Needs variant expansion + Etsy Listing ID.
Return to the Marsh – Coastal Marsh Landscape Canvas Print by Kaleigh Anderson,AOA-ART-0005,Printful Print,Framed Canvas,55,"coastal_marsh_art,marsh_landscape_art,maine_coastal_art,nature_wall_art,coastal_wall_decor,marsh_painting_art,maine_artist_art,coastal_landscape,marshland_artwork,beach_house_decor,serene_landscape,fine_art_canvas,arts_of_august","Bring the quiet beauty of the coastal marsh into your home with Return to the Marsh, a fine art canvas print of an original oil painting by Maine artist Kaleigh Anderson of Arts of August Studio.",,Etsy,active,active,Etsy import. Needs variant expansion + Etsy Listing ID.
Sky on Fire – Coastal Sunset Canvas Print by Kaleigh Anderson | Luminous Ocean Wall Art,AOA-ART-0046,Printful Print,Framed Canvas,55,"coastal_sunset_art,ocean_horizon_art,maine_artist_art,sunset_sky_art,colorful_sky_art,coastal_wall_art,ocean_sunset_print,seascape_wall_art,beach_house_wall_art,modern_coastal_art,arts_of_august,fine_art_canvas,sunset_ocean_art","Bring the energy and color of a dramatic coastal sunset into your home with Sky on Fire, a fine art canvas print of an original oil painting by Maine artist Kaleigh Anderson of Arts of August Studio.",,Etsy,active,active,Etsy import. Needs variant expansion + Etsy Listing ID.
Verdigris & Blush- Oil Painting Print on Canvas- Whispers of Color and Bloom,AOA-ART-0010,Printful Print,Framed Canvas,85,"floral_still_life,colorful_wall_art,impressionist_decor,teal_and_crimson_art,romantic_home_decor,moody_floral_art,textured_canvas_art,modern_cottage_decor,art_for_living_room,statement_wall_piece,gift_for_art_lover","Verdigris & Blush captures the quiet beauty of contrast — the cool glow of teal glass beside the warmth of blooming peonies. Painterly strokes and luminous color bring texture and light to this modern still life, evoking the poetry of everyday objects caught in a moment of calm.",,Etsy,active,active,Etsy import. Needs variant expansion + Etsy Listing ID.
Lilac Curtain– Floral Landscape Painting Canvas Print-Cottage Garden Wall Art,,Printful Print,Framed Canvas,85,"lilac_wall_art,rustic_home_decor","Lilacs bloom in soft clusters beside a weathered barn, their color catching the quiet light of early summer. This oil painting captures the gentle meeting of garden and countryside along the New England coast — where familiar structures and seasonal blooms mark the passing of time. Warm and nostalgic, this piece brings a peaceful, lived-in charm to coastal homes, cottage kitchens, and thoughtfully layered farmhouse-inspired interiors.",,Etsy,active,active,Etsy import. Needs variant expansion + Etsy Listing ID.
Echo of the Sea – Blue Mussel Coastal Ocean Art-Oil Painting Canvas Print,,Printful Print,Framed Canvas,85,"coastal_wall_art,ocean_shell_painting,blue_mussel_art,sea_life_canvas,nautical_decor,maine_artist_art,coastal_gift_art,fine_art_print,blue_wall_art,ocean_home_decor,minimalist_coastal,nature_art_print","Bring the tranquil energy of the ocean into your space with Echo of the Sea, an original oil painting by Kaleigh Anderson of Arts of August Studio.",,Etsy,active,active,Etsy import. Needs variant expansion + Etsy Listing ID.
Golden Note — Yellow Bird Oil Painting Canvas Print Coastal Nature Wall Art,AOA-ART-0059,Printful Print,Framed Canvas,65,"yellow_bird_wall_art,nature_canvas_print,nursery_wall_art,bird_painting_print,beach_house_artwork,calming_wall_art,arts_of_august,small_bird_artwork","A small yellow bird rests lightly along a weathered branch, framed by soft coastal sky. Golden Note captures a quiet, fleeting moment — where color meets calm and nature settles into stillness. This oil painting print brings warmth and gentle simplicity to beach cottages, reading nooks, nurseries, and thoughtfully layered interiors inspired by life near the sea.",,Etsy,active,active,Etsy import. Needs variant expansion + Etsy Listing ID.
Held by the Sea – Blue Mussel Shell Painting-Oil Painting Canvas PrinT,,Printful Print,Framed Canvas,85,"coastal_wall_art,blue_mussel_painting,ocean_shell_print,Maine_artist,beach_house_decor,sea_life_artwork,nautical_wall_decor,Kaleigh_Anderson,ocean_blue_wall_art,coastal_gift_idea,seashell_art","Bring a piece of the tide’s gentle rhythm into your home with Held by the Sea, an original oil painting by Kaleigh Anderson of Arts of August Studio.",,Etsy,active,active,Etsy import. Needs variant expansion + Etsy Listing ID.
Echoes of the Tide – Blue Mussel Coastal Art,,Printful Print,Framed Canvas,85,"coastal_wall_art,blue_ocean_art,nautical_canvas,Maine_artist,nature_inspired_art,Kaleigh_Anderson,seashell_wall_art,beach_cottage_decor,ocean_home_decor,minimalist_coastal","Discover coastal serenity with Echoes of the Tide, an original oil painting by Maine artist Kaleigh Anderson of Arts of August Studio.",,Etsy,active,active,Etsy import. Needs variant expansion + Etsy Listing ID.
Tides Bounty-Harbor Dock Boats Oil Painting Canvas Print,,Printful Print,Framed Canvas,85,,"Celebrate the spirit of Maine’s coast with Tide’s Bounty, an original oil painting by Kaleigh Anderson of Arts of August Studio.",,Etsy,active,active,Etsy import. Needs variant expansion + Etsy Listing ID.
Framed August Brine-Canvas Print,,Printful Print,Framed Canvas,85,"nautical_home_decor,seaside_wall_print,ocean_inspired_decor,shell_still_life,maritime_wall_art,arts_of_august","Softly layered oyster shells rest in cool coastal light, their iridescent interiors reflecting tones of seafoam, pearl, and weathered blue. This oil painting captures the quiet beauty of New England’s shoreline — where tide-worn textures and natural forms tell the story of life by the water. Subtle and textural, this piece brings a grounded, maritime calm to beach cottages, coastal kitchens, and thoughtfully layered interiors inspired by the sea.• Pine tree frame.",,Etsy,active,active,Etsy import. Needs variant expansion + Etsy Listing ID.
Portland Begins to Glow – Portland Maine Waterfront Art- Oil Painting Canvas PrinT,,Printful Print,Framed Canvas,85,"Portland_Maine_art,cityscape_wall_art,harbor_painting,Maine_artist,Kaleigh_Anderson,coastal_city_print,modern_Maine_artwork,reflection_painting,skyline_canvas_print","Celebrate the beauty of Maine’s most iconic harbor with Portland Begins to Glow, an original oil painting by Kaleigh Anderson of Arts of August Studio.",,Etsy,active,active,Etsy import. Needs variant expansion + Etsy Listing ID.
Afternoon over the Ridge – New England Farmhouse Wall Art- Canvas Print,,Printful Print,Framed Canvas,65,,"Afternoon Over the Ridge captures a quiet countryside moment as sunlight drapes softly across rolling fields and distant hills. With loose, expressive brushwork and a gentle palette of greens, blues, and warm golds, artist Kaleigh Anderson evokes the calm of an afternoon unhurried by time.",,Etsy,active,active,Etsy import. Needs variant expansion + Etsy Listing ID.
Salt and Sunlight– Coastal Maine Lobster Buoy Wall Art- Oil Painting Canvas PrinT,,Printful Print,Framed Canvas,65,,"Salt and Sunlight captures the warmth and rhythm of Maine’s coastal heritage — a clapboard boathouse adorned with colorful buoys that dance in the afternoon light. The composition radiates nostalgia and energy, a perfect blend of working harbor life and seaside charm.",,Etsy,active,active,Etsy import. Needs variant expansion + Etsy Listing ID.
Tethered in Blue – Nautical Harbor Landscape Painting-Oil Painting Canvas PrinT,,Printful Print,Framed Canvas,65,"coastal_wall_art,rowboat_painting,dockside_art_print,kaleigh_anderson_art,maine_coast_decor,blue_ocean_artwork,harbor_boat_wall_art,maritime_wall_print","Tethered in Blue is a serene exploration of connection and calm — small rowboats resting on a quiet tide, bound gently to the dock under a wash of ocean light. Painted in layered tones of deep blue, amber, and soft violet, the scene invites a feeling of peace and contemplation.",,Etsy,active,active,Etsy import. Needs variant expansion + Etsy Listing ID.
Where the Water Wanders – New England Coastal Cottage Art-Oil Painting Canvas PrinT,,Printful Print,Framed Canvas,65,"kaleigh_anderson_art,scenic_river_artwork,serene_outdoor_decor,countryside_wall_art","Where the Water Wonders invites you to follow the gentle, winding flow of a river across sunlit meadows toward distant hills. With radiant greens, blues, and touches of warm gold, this landscape evokes the peaceful, unhurried movement of nature at its most thoughtful.",,Etsy,active,active,Etsy import. Needs variant expansion + Etsy Listing ID.
Summer at Black Point — Coastal Estate Garden Oil Painting Canvas Print,AOA-ART-0044,Printful Print,Framed Canvas,65,"beach_house_artwork,coastal_estate_print,seaside_home_decor,ocean_inspired_decor,arts_of_august,classic_coastal_art","Hydrangeas bloom beneath the cupola of a coastal estate as summer settles in along the shoreline. Summer at Black Point captures the warmth and quiet elegance of New England’s seaside gardens — where weathered shingles, open windows, and ocean air create a sense of timeless retreat. This oil painting print brings refined coastal charm to beach homes, lake cottages, and thoughtfully curated interiors.",,Etsy,active,active,Etsy import. Needs variant expansion + Etsy Listing ID.
Sky Bound Still — Coastal Marsh Horizon Oil Painting Print,AOA-ART-0047,Printful Print,Framed Canvas,65,"nautical_home_decor,calming_ocean_art,ocean_inspired_decor,arts_of_august,soft_coastal_artwork,minimalist_seascape","Low clouds drift across a quiet horizon as golden marsh light settles over still water. Sky Bound Still captures the hushed calm of the New England coastline — where sky and tide meet in soft reflection and the landscape feels momentarily suspended in time. This oil painting print brings an airy coastal stillness to beach homes, lake cottages, and thoughtfully layered interiors.",,Etsy,active,active,Etsy import. Needs variant expansion + Etsy Listing ID.
Island Reverie — Coastal Island Seascape Oil Painting Print,AOA-ART-0049,Printful Print,Framed Canvas,65,"nautical_home_decor,arts_of_august,atlantic_coast_decor","Waves gather against sun-warmed stone as an island rises quietly beyond the horizon. Island Reverie captures the steady rhythm of the Atlantic — where tide meets rock and time slows along the New England coast. This oil painting print brings depth, movement, and coastal calm to beach cottages, lake homes, and thoughtfully curated interiors inspired by the sea.",,Etsy,active,active,Etsy import. Needs variant expansion + Etsy Listing ID.
When the Shore Breathes — Coastal Sunset Ocean Landscape Oil Painting Print,AOA-ART-0037,Printful Print,Framed Canvas,65,"ocean_view_print,beach_house_decor,arts_of_august,nautical_home_decor,calming_ocean_art","As evening settles along the shoreline, the tide pulls back and the coast seems to exhale. When the Shore Breathes captures the quiet stillness of a New England sunset — where warm sand meets cool Atlantic blues and weathered stone reflects the final light of day. This oil painting print brings a peaceful coastal presence to beach cottages, lake homes, and thoughtfully layered interiors inspired by the rhythm of the sea.",,Etsy,active,active,Etsy import. Needs variant expansion + Etsy Listing ID.
Keeper of Cliff Walk — Coastal Shingled Cottage Ocean Oil Painting Canvas Print,,Printful Print,Framed Canvas,65,"rocky_shoreline_art,cliff_walk_artwork,arts_of_august","Perched above the rocky shoreline, a weathered shingled cottage stands watch along the Cliff Walk — steady against sea spray and shifting skies. Keeper of Cliff Walk captures the enduring calm of the New England coast, where salt air softens cedar shingles and the tide traces time across stone. This oil painting print brings a sense of quiet strength and coastal nostalgia to beach homes and thoughtfully layered interiors.",,Etsy,active,active,Etsy import. Needs variant expansion + Etsy Listing ID.
